"XLSWrite 1.34 Copyright(c) 1999,2000 Axolot Data",Balanço Patrimonial - Multiplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30/06/2019,31/03/2019,31/12/2018,30/09/2018,30/06/2018,31/03/2018,31/12/2017,30/09/2017,30/06/2017,31/03/2017,31/12/2016,30/09/2016,30/06/2016,31/03/2016,31/12/2015,30/09/2015,30/06/2015,31/03/2015,31/12/2014,30/09/2014,30/06/2014,31/03/2014,31/12/2013,30/09/2013,30/06/2013,31/03/2013,31/12/2012,30/09/2012,30/06/2012,31/03/2012,31/12/2011,30/09/2011,30/06/2011,31/03/2011,31/12/2010,30/09/2010,30/06/2010,31/03/2010,31/12/2009,30/09/2009,30/06/2009,31/03/2009
Créditos com Partes Relacionadas ACLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.527,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,75,74,74,74,74,2.120,1.722,1.698
Outros Ativos Não Circulantes ACLP,0,167.241,0,0,11.852,150.431,149.590,143.910,120.484,118.688,123.727,130.233,128.894,134.598,123.887,42.195,41.804,29.750,42.925,52.781,51.712,45.290,45.362,44.725,40.808,42.619,45.555,36.257,35.871,33.808,33.927,34.950,33.000,33.386,31.869,7.343,7.340,18.551,40.889,99.847,141.148,140.788
Investimentos,6.913.959,6.542.900,6.500.617,6.474.454,6.475.161,6.454.152,6.444.021,6.390.804,6.329.868,6.299.509,6.178.102,5.506.549,5.406.762,5.379.105,5.358.701,5.303.281,5.292.537,5.101.620,5.106.281,4.891.938,4.873.077,4.831.886,4.796.290,4.654.685,4.407.308,4.203.820,4.035.068,3.753.397,3.392.279,3.128.083,2.999.186,2.933.555,2.749.868,2.600.157,2.508.693,11.841,14.891,14.418,15.382,14.864,16.053,17.603
Imobilizado,88.930,88.035,80.584,80.911,83.733,86.117,27.573,28.048,28.565,29.718,30.453,30.190,28.431,29.872,30.841,31.975,32.749,31.999,32.476,32.971,34.005,35.202,17.371,17.366,17.338,17.114,17.366,19.265,19.312,19.497,19.812,18.395,18.218,18.277,18.504,2.285.199,2.138.738,2.073.242,2.022.087,1.875.905,1.711.326,1.630.588
Intangível,356.445,354.233,355.639,356.142,356.418,355.019,353.892,353.102,349.732,347.348,347.649,348.472,349.393,350.119,350.438,348.865,348.487,348.984,348.527,347.219,345.761,343.743,342.720,343.228,341.109,341.844,340.537,330.336,326.901,321.582,317.349,318.218,319.100,319.837,320.588,317.901,313.867,310.206,309.475,309.729,310.035,310.529
Diferido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.226,26.360,27.495,28.642,29.650,30.588,31.648
Passivo Total,9.353.538,9.023.956,8.875.258,8.819.852,8.825.800,8.536.529,8.644.402,8.724.975,8.604.258,8.650.829,7.954.446,7.452.967,7.040.433,7.094.249,7.014.259,6.702.244,6.696.584,6.697.108,6.663.216,6.456.863,6.424.775,6.388.283,6.397.648,6.393.040,6.120.315,5.673.374,5.684.512,5.204.608,4.910.102,4.844.114,4.703.944,4.229.522,4.032.890,4.040.855,3.985.986,3.907.150,3.845.930,3.824.506,3.670.946,3.524.295,2.733.997,2.658.409
Passivo Circulante,683.949,737.606,713.933,446.670,518.942,514.126,699.364,679.949,693.976,729.372,717.024,469.607,451.025,546.242,540.258,611.678,488.691,494.697,492.033,608.010,445.621,416.561,483.758,472.045,482.470,544.765,549.428,431.130,377.686,395.007,379.000,293.642,271.756,380.603,510.842,435.340,436.310,409.628,394.150,317.013,253.435,340.793
Obrigações Sociais e Trabalhistas PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fornecedores PC,102.141,128.480,120.345,103.408,83.698,99.432,102.199,118.891,81.047,104.402,147.526,88.376,80.684,94.949,87.864,78.317,70.240,90.023,89.416,76.387,69.361,94.421,117.530,119.238,152.395,183.156,185.325,214.251,146.918,118.571,108.941,104.117,88.380,72.464,79.384,73.155,64.947,59.843,66.762,71.333,61.126,60.108
Obrigações Fiscais PC,24.080,27.471,28.944,36.635,40.355,34.181,38.011,34.536,40.527,28.858,39.381,29.319,36.092,28.980,47.003,38.726,33.395,49.568,45.176,38.090,19.857,36.062,26.207,33.209,33.965,22.489,19.126,19.726,13.324,14.899,13.194,57.301,41.312,31.040,25.900,13.479,12.543,23.754,24.904,17.591,21.406,14.189
Empréstimos e Financiamentos PC,401.613,422.969,396.588,181.321,231.672,266.519,265.777,283.290,378.119,404.829,380.778,194.214,170.292,196.314,177.025,335.941,221.289,229.926,212.873,356.302,208.444,202.398,210.573,209.620,164.629,126.725,114.353,81.930,87.223,68.335,67.125,51.089,46.629,149.585,162.507,163.589,172.954,53.548,42.046,46.645,29.999,112.996
Passivos com Partes Relacionadas PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,325,325,94.274,94.274,94.290,94.290,92.214,72.921,55.312,54.534
Dividendos e JCP a Pagar PC,95.811,129.551,129.551,68.959,94.814,40.348,206.262,150.351,94.488,81.341,81.341,81.341,81.341,115.783,115.783,77.583,77.583,73.059,73.059,59.971,59.971,0,38.386,38.402,38.416,106.997,106.997,0,0,85.072,85.042,0,0,0,0,1,1,40.521,40.521,0,0,20.084
Outros PC,60.304,29.135,38.505,56.347,68.403,73.646,87.115,92.881,99.795,109.942,67.998,76.357,82.616,110.216,112.583,81.111,86.184,52.121,71.509,77.260,87.988,83.680,91.062,71.576,93.065,105.398,123.627,115.223,130.221,108.130,104.698,80.685,95.110,127.189,148.777,90.842,91.575,137.672,127.703,108.523,85.592,78.882
Provisões PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passivo Não Circulante,3.181.147,2.835.767,2.809.138,3.066.500,3.010.466,2.731.562,2.744.725,2.906.118,2.789.616,2.807.086,2.781.062,2.614.537,2.306.902,2.282.280,2.286.600,1.908.339,2.053.543,2.045.050,2.101.529,1.810.061,2.034.512,2.072.947,2.094.552,2.096.320,1.811.672,1.860.484,1.929.744,1.564.439,1.398.846,1.331.045,1.108.584,737.035,626.333,539.639,509.693,486.174,469.543,513.921,442.084,461.943,448.348,330.979
Empréstimos e Financiamentos PNC,2.719.816,2.394.097,2.417.144,2.702.204,2.750.432,2.460.283,2.467.936,2.602.877,2.474.044,2.486.008,2.501.511,2.329.306,2.014.450,1.994.258,1.996.039,1.685.727,1.825.812,1.857.977,1.906.178,1.601.549,1.801.926,1.832.404,1.877.860,1.883.709,1.588.567,1.636.121,1.685.281,1.281.181,804.180,724.587,801.503,402.622,320.036,253.545,246.378,218.759,221.154,323.566,230.035,235.661,254.985,126.110
Passivos com Partes Relacionadas PNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outros PNC,247.185,229.522,183.355,153.027,54.083,84.026,95.245,127.485,138.700,152.836,103.471,114.316,119.784,116.845,123.155,51.883,60.766,13.313,37.511,51.404,82.969,103.866,98.181,89.449,108.093,118.288,142.529,190.768,515.038,540.138,258.946,294.005,285.218,269.813,263.315,261.743,242.598,184.619,206.538,221.337,188.891,200.317
Tributos Diferidos PNC,214.146,212.148,208.639,211.269,205.951,187.253,181.544,175.756,176.872,168.242,176.080,170.915,172.668,171.177,167.406,170.729,166.965,163.406,157.840,157.108,149.617,136.677,118.511,123.162,115.012,106.075,101.934,92.490,79.628,66.320,48.135,40.408,21.079,16.281,0,0,0,0,0,0,0,0
Adiantamento para Futuro Aumento Capital PNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Provisões PNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.672,5.791,5.736,5.511,4.945,4.472,4.552
Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucros e Receitas a Apropriar PNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participação dos Acionistas Não Controladores,15.542,16.132,16.207,16.782,17.078,16.913,15.224,10.383,8.360,7.079,6.190,6.312,6.271,6.231,6.142,6.159,4.787,2.795,2.777,2.628,2.834,206,186,171,157,138,131,110,196,176,127.468,124.344,121.015,119.013,22.328,19.015,16.596,14.670,12.073,12.679,13.019,13.077
Patrimônio Líquido,5.472.900,5.434.451,5.335.980,5.289.900,5.279.314,5.273.928,5.185.089,5.128.525,5.112.306,5.107.292,4.450.170,4.362.511,4.276.235,4.259.496,4.181.259,4.176.068,4.149.563,4.154.566,4.066.877,4.036.164,3.941.808,3.898.569,3.819.152,3.824.504,3.826.016,3.267.987,3.205.209,3.208.929,3.133.374,3.117.886,3.088.892,3.074.501,3.013.786,3.001.600,2.943.123,2.966.621,2.923.481,2.886.287,2.822.639,2.732.660,2.019.195,1.973.560
Capital Social Realizado,2.944.514,2.944.514,2.944.514,2.944.514,2.944.514,2.944.514,2.944.514,2.944.514,2.944.514,2.944.514,2.349.058,2.349.058,2.349.058,2.349.059,2.349.059,2.349.059,2.349.069,2.349.069,2.349.069,2.349.291,2.349.434,2.349.434,2.349.434,2.349.451,2.350.906,1.740.646,1.740.646,1.740.646,1.740.646,1.740.646,1.740.646,1.761.662,1.761.662,1.761.662,1.761.662,1.729.820,1.729.820,1.729.820,1.713.434,1.616.833,952.747,952.747
Reservas de Capital,817.527,784.265,777.758,774.248,800.244,831.033,840.341,854.578,848.735,838.436,830.933,828.837,800.634,787.142,778.563,775.926,809.897,801.103,785.383,794.083,768.281,748.244,751.330,769.036,810.750,830.015,837.867,933.941,930.392,839.433,934.145,906.881,912.062,909.319,913.401,962.084,964.313,962.854,961.691,960.644,959.593,958.786
Reservas de Reavaliação,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reservas de Lucros,1.613.708,1.613.708,1.613.708,1.400.232,1.400.232,1.400.232,1.400.234,1.270.179,1.270.179,1.270.179,1.270.179,1.053.637,1.053.637,1.053.637,1.053.637,912.529,912.529,932.425,932.425,719.092,718.857,718.623,718.388,569.194,568.961,627.451,626.696,275.540,275.385,414.228,414.101,268.460,219.356,268.184,268.060,130.936,131.174,146.873,147.514,16.668,17.049,17.849
Lucros/Prejuízos Acumulados,97.151,91.964,0,170.906,134.324,98.149,0,59.254,48.878,54.163,0,130.979,72.906,69.658,0,138.554,78.068,71.969,0,173.698,105.236,82.268,0,136.823,95.399,69.875,0,258.802,186.951,123.579,0,137.498,120.706,62.435,0,143.781,98.174,46.740,0,138.515,89.806,44.178
Ajustes de Avaliação Patrimonial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajustes Acumulados de Conversão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outros Resultados Abrangentes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adiantamento para Futuro Aumento Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
